Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Peak Time (s)	Delta Freq (Hz)	Begin File	Peak Freq Contour (Hz)	PFC Slope (Hz/ms)	File Offset (s)	Quality	Start Freq (Hz)	End Freq (Hz)	Contour	Overtones	Step	Interruptions	Inflection Points	N min	N max	Overlap	ID	Type	N elements	Category	ID_Category	similar_to
11	Spectrogram 1	2	303.330751493	303.986507800	3348.858	4978.032	0.6558	4125.000	303.7200	1629.174	SeaPro_20221030_122434_2CH192K16.wav	4687.500;4687.500;4687.500;3750.000;4687.500;4687.500;4687.500;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4875.000;4875.000;4875.000;4687.500;4687.500;4687.500;4687.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4500.000;4500.000;3937.500;3937.500;4500.000;4687.500;4500.000;4125.000;4125.000;4125.000;4687.500;4500.000;4500.000;4500.000;4687.500;4500.000;4500.000;4687.500;4500.000;4500.000;4500.000;4500.000;4125.000;4125.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4125.000;4312.500;4500.000;4500.000;4125.000;4500.000;4500.000;4312.500;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4125.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4312.500;4500.000;4312.500;4312.500;4500.000;4500.000	0.000;0.000;-351.562;351.562;0.000;0.000;-140.625;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;281.250;0.000;0.000;-70.312;0.000;0.000;0.000;-210.938;0.000;0.000;0.000;0.000;0.000;0.000;0.000;140.625;0.000;-210.938;0.000;210.938;70.312;-70.312;-140.625;0.000;0.000;210.938;-70.312;0.000;0.000;70.312;-70.312;0.000;70.312;-70.312;0.000;0.000;0.000;-140.625;0.000;140.625;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-140.625;70.312;70.312;0.000;-140.625;140.625;0.000;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;-140.625;140.625;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;-70.312;0.000;70.312;0.000	303.3308	1											W_888					
12	Spectrogram 1	2	303.585559661	304.306371156	3620.387	14028.999	0.7208	4125.000	303.7200	10408.612	SeaPro_20221030_122434_2CH192K16.wav	4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4875.000;4875.000;4875.000;4687.500;4687.500;4687.500;4687.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4500.000;4500.000;3937.500;3937.500;4500.000;4687.500;4500.000;4125.000;4125.000;4125.000;4687.500;4500.000;4500.000;4500.000;4687.500;4500.000;4500.000;4687.500;4500.000;4500.000;4500.000;4500.000;4125.000;4125.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4125.000;4312.500;4500.000;4500.000;4125.000;4500.000;4500.000;4312.500;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4125.000;4500.000;4500.000;4500.000;4500.000;4500.000;4500.000;4312.500;4500.000;4312.500;4312.500;4500.000;4500.000;4312.500;4500.000;4500.000;4500.000;4312.500;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4875.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;3750.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;3750.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;4125.000;3937.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;4125.000;4125.000;3937.500;4500.000;4125.000;4125.000;4125.000;4125.000;4875.000;4875.000;4312.500;4312.500;4125.000;4312.500	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;281.250;0.000;0.000;-70.312;0.000;0.000;0.000;-210.938;0.000;0.000;0.000;0.000;0.000;0.000;0.000;140.625;0.000;-210.938;0.000;210.938;70.312;-70.312;-140.625;0.000;0.000;210.938;-70.312;0.000;0.000;70.312;-70.312;0.000;70.312;-70.312;0.000;0.000;0.000;-140.625;0.000;140.625;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-140.625;70.312;70.312;0.000;-140.625;140.625;0.000;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;-140.625;140.625;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;-70.312;0.000;70.312;0.000;-70.312;70.312;0.000;0.000;-70.312;70.312;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;210.938;-210.938;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-210.938;281.250;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-210.938;210.938;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;0.000;-70.312;210.938;-140.625;0.000;0.000;0.000;281.250;0.000;-210.938;0.000;-70.312;70.312	303.5856	1											W_890					
13	Spectrogram 1	2	304.334995439	304.587409573	6335.677	11042.179	0.2524	8812.500	304.4667	4706.502	SeaPro_20221030_122434_2CH192K16.wav	6375.000;6562.500;10125.000;10125.000;10125.000;9562.500;9562.500;9562.500;9375.000;9187.500;9187.500;9000.000;9000.000;9000.000;8812.500;8812.500;8812.500;8812.500;8250.000;8437.500;8437.500;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8250.000;8437.500;8250.000;8250.000;8625.000;8625.000;8625.000;8625.000;8625.000;8625.000;8812.500;8812.500;8812.500;8812.500;8812.500;8625.000;8625.000;9000.000;8812.500;8250.000;9187.500;9187.500;9187.500;8250.000;8437.500;7125.000;8062.500;9187.500;8812.500;8625.000;9187.500;7687.500;7687.500;7500.000;7500.000;7125.000;7312.500;6937.500;6937.500;6937.500;6937.500;6937.500;6937.500;6937.500;6750.000;6937.500;6937.500;6937.500;7687.500;7500.000;7500.000;7500.000;7500.000;7500.000;7500.000;7500.000;7500.000;7500.000	70.312;1335.938;0.000;0.000;-210.938;0.000;0.000;-70.312;-70.312;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;0.000;-210.938;70.312;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;140.625;0.000;0.000;0.000;0.000;0.000;70.312;0.000;0.000;0.000;0.000;-70.312;0.000;140.625;-70.312;-210.938;351.562;0.000;0.000;-351.562;70.312;-492.188;351.562;421.875;-140.625;-70.312;210.938;-562.500;0.000;-70.312;0.000;-140.625;70.312;-140.625;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;70.312;0.000;0.000;281.250;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	304.3350	1											W_889					
14	Spectrogram 1	2	304.548376460	305.362867428	3439.367	4978.032	0.8145	3937.500	305.0427	1538.665	SeaPro_20221030_122434_2CH192K16.wav	4500.000;4500.000;4125.000;4125.000;4125.000;4125.000;4125.000;3562.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;3937.500;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;4125.000;4125.000;3937.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;4125.000;3937.500;3937.500;3937.500;4125.000;4125.000;4125.000;3937.500;3937.500;3937.500;4125.000;4125.000;3937.500;3937.500;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3937.500;4125.000;3937.500;4125.000;4125.000;3937.500;3937.500;4125.000;3937.500;4125.000;4125.000;4125.000;4125.000;3937.500;3750.000;3937.500;4125.000;3937.500;4125.000;3937.500;3937.500;3937.500;4125.000;4125.000;4125.000;3937.500;3937.500;4125.000;4312.500;4125.000;4125.000;3562.500;3562.500;4125.000;4312.500;3937.500;3750.000;4125.000;4312.500;4125.000;3937.500;4312.500;3937.500;4125.000;3937.500;3937.500;3937.500;3937.500;3750.000;3750.000;3937.500;3750.000;3562.500;3937.500;3937.500;3937.500;4312.500;4312.500;3562.500;3937.500;4500.000;3937.500;4500.000;3750.000;3937.500;3562.500;3750.000;3562.500;4125.000;3562.500;4125.000;3562.500;3562.500;3562.500;3562.500;3562.500;3562.500;3562.500;3562.500	0.000;-140.625;0.000;0.000;0.000;0.000;-210.938;210.938;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;0.000;-70.312;70.312;0.000;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;0.000;70.312;0.000;0.000;-70.312;0.000;0.000;70.312;0.000;-70.312;0.000;70.312;-70.312;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;70.312;0.000;-70.312;0.000;70.312;-70.312;70.312;0.000;0.000;0.000;-70.312;-70.312;70.312;70.312;-70.312;70.312;-70.312;0.000;0.000;70.312;0.000;0.000;-70.312;0.000;70.312;70.312;-70.312;0.000;-210.938;0.000;210.938;70.312;-140.625;-70.312;140.625;70.312;-70.312;-70.312;140.625;-140.625;70.312;-70.312;0.000;0.000;0.000;-70.312;0.000;70.312;-70.312;-70.312;140.625;0.000;0.000;140.625;0.000;-281.250;140.625;210.938;-210.938;210.938;-281.250;70.312;-140.625;70.312;-70.312;210.938;-210.938;210.938;-210.938;0.000;0.000;0.000;0.000;0.000;0.000;0.000	304.5484	1											W_888					
15	Spectrogram 1	2	306.355335104	306.524478596	2244.783	4579.358	0.1691	2250.000	306.4320	2334.575	SeaPro_20221030_122434_2CH192K16.wav	2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2437.500;3187.500;3562.500;2250.000;2437.500;2437.500;2250.000;2250.000;2250.000;2437.500;2250.000;2250.000;2250.000;4125.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;3937.500;2250.000;2250.000;2250.000;2250.000;2250.000;2437.500;2250.000;2437.500;3750.000;2250.000;2250.000;2250.000;2250.000;2625.000;2250.000;2437.500;2250.000;2250.000;2250.000;2250.000;2250.000;2437.500;2250.000;2250.000;2625.000;3000.000;2250.000;2250.000;2250.000;2250.000	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;281.250;140.625;-492.188;70.312;0.000;-70.312;0.000;0.000;70.312;-70.312;0.000;0.000;703.125;-703.125;0.000;0.000;0.000;0.000;0.000;632.812;-632.812;0.000;0.000;0.000;0.000;70.312;-70.312;70.312;492.188;-562.500;0.000;0.000;0.000;140.625;-140.625;70.312;-70.312;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;140.625;140.625;-281.250;0.000;0.000;0.000	306.3553	1											W_892					
16	Spectrogram 1	2	306.717041956	306.987671543	3052.905	6016.020	0.2706	4125.000	306.7813	2963.115	SeaPro_20221030_122434_2CH192K16.wav	3187.500;3937.500;3937.500;3187.500;3937.500;5062.500;4875.000;4500.000;4687.500;4687.500;4687.500;4500.000;4500.000;4500.000;4312.500;4312.500;4312.500;4312.500;4312.500;4312.500;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4125.000;4500.000;4312.500;4312.500;4500.000;4312.500;4312.500;3750.000;4312.500;3750.000;4312.500;4312.500;4312.500;3750.000;4125.000;4125.000;4125.000;4125.000;4125.000;3187.500;3187.500;3187.500;4125.000;4125.000;4125.000;3187.500;3187.500;3187.500;3562.500;4125.000;4125.000;3750.000;3187.500;3937.500;3187.500;3187.500;4125.000;4312.500;3187.500;4500.000;3187.500;4312.500;4125.000;4125.000;3937.500;3937.500;3187.500;4125.000;3750.000;3750.000;3562.500;3562.500;3562.500;3375.000;3375.000;3750.000;3187.500;3375.000;3375.000;3375.000;4125.000;3187.500;3375.000;3562.500;3562.500;3375.000;3375.000;3562.500;3562.500;3562.500;3562.500;4125.000;3375.000;4312.500;3375.000	281.250;0.000;-281.250;281.250;421.875;-70.312;-140.625;70.312;0.000;0.000;-70.312;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;140.625;-70.312;0.000;70.312;-70.312;0.000;-210.938;210.938;-210.938;210.938;0.000;0.000;-210.938;140.625;0.000;0.000;0.000;0.000;-351.562;0.000;0.000;351.562;0.000;0.000;-351.562;0.000;0.000;140.625;210.938;0.000;-140.625;-210.938;281.250;-281.250;0.000;351.562;70.312;-421.875;492.188;-492.188;421.875;-70.312;0.000;-70.312;0.000;-281.250;351.562;-140.625;0.000;-70.312;0.000;0.000;-70.312;0.000;140.625;-210.938;70.312;0.000;0.000;281.250;-351.562;70.312;70.312;0.000;-70.312;0.000;70.312;0.000;0.000;0.000;210.938;-281.250;351.562;-351.562	306.7170	1											W_893					
17	Spectrogram 1	2	307.549205355	307.666304696	3322.279	5387.480	0.1171	3937.500	307.6373	2065.201	SeaPro_20221030_122434_2CH192K16.wav	3375.000;3375.000;3375.000;3375.000;3375.000;3750.000;4500.000;3375.000;3562.500;3562.500;3750.000;4125.000;3750.000;3750.000;4125.000;4125.000;3750.000;3750.000;3375.000;3750.000;3750.000;3750.000;3562.500;3937.500;3375.000;3375.000;3937.500;3937.500;3750.000;3937.500;3750.000;3937.500;3937.500;3937.500;3937.500;3750.000;3750.000;3750.000;3375.000;3375.000;4125.000;3937.500;3750.000;3562.500	0.000;0.000;0.000;0.000;140.625;281.250;-421.875;70.312;0.000;70.312;140.625;-140.625;0.000;140.625;0.000;-140.625;0.000;-140.625;140.625;0.000;0.000;-70.312;140.625;-210.938;0.000;210.938;0.000;-70.312;70.312;-70.312;70.312;0.000;0.000;0.000;-70.312;0.000;0.000;-140.625;0.000;281.250;-70.312;-70.312;-70.312	307.5492	1											W_894					
18	Spectrogram 1	2	307.936992610	308.119147140	2873.323	4399.776	0.1822	3375.000	308.0293	1526.453	SeaPro_20221030_122434_2CH192K16.wav	3562.500;4125.000;4312.500;4312.500;4125.000;3937.500;3937.500;3937.500;3750.000;3375.000;3750.000;3562.500;3562.500;3562.500;3562.500;3562.500;3562.500;3375.000;3375.000;3375.000;3562.500;3187.500;3187.500;3187.500;3750.000;3562.500;3562.500;3562.500;3562.500;3187.500;3562.500;3750.000;3562.500;3375.000;3375.000;3375.000;3562.500;3375.000;3562.500;3375.000;3187.500;3000.000;3375.000;3187.500;3937.500;3187.500;3187.500;3187.500;3750.000;3375.000;3375.000;3187.500;3000.000;3187.500;3375.000;3000.000;3187.500;3562.500;3000.000;3562.500;3187.500;3000.000;3000.000;3000.000;4312.500;3562.500;3000.000;3000.000	210.938;70.312;0.000;-70.312;-70.312;0.000;0.000;-70.312;-140.625;140.625;-70.312;0.000;0.000;0.000;0.000;0.000;-70.312;0.000;0.000;70.312;-140.625;0.000;0.000;210.938;-70.312;0.000;0.000;0.000;-140.625;140.625;70.312;-70.312;-70.312;0.000;0.000;70.312;-70.312;70.312;-70.312;-70.312;-70.312;140.625;-70.312;281.250;-281.250;0.000;0.000;210.938;-140.625;0.000;-70.312;-70.312;70.312;70.312;-140.625;70.312;140.625;-210.938;210.938;-140.625;-70.312;0.000;0.000;492.188;-281.250;-210.938;0.000	307.9370	1											W_895					
19	Spectrogram 1	2	308.496700725	308.605993443	3322.279	5028.315	0.1093	3937.500	308.5280	1706.036	SeaPro_20221030_122434_2CH192K16.wav	3750.000;3937.500;4500.000;4500.000;4312.500;4312.500;4312.500;4125.000;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3750.000;3937.500;3750.000;3750.000;3750.000;3750.000;3750.000;3562.500;3375.000;3562.500;3562.500;3375.000;4125.000;3937.500;3562.500;3375.000;3937.500;3750.000;3937.500;3750.000;3750.000;3750.000;3750.000;3937.500;3937.500;3750.000;3750.000	70.312;210.938;0.000;-70.312;0.000;0.000;-70.312;0.000;-70.312;0.000;0.000;0.000;0.000;-70.312;70.312;-70.312;0.000;0.000;0.000;0.000;-70.312;-70.312;70.312;0.000;-70.312;281.250;-70.312;-140.625;-70.312;210.938;-70.312;70.312;-70.312;0.000;0.000;0.000;70.312;0.000;-70.312;0.000	308.4967	1											W_896					
20	Spectrogram 1	2	309.075428502	309.228958748	3322.279	4758.941	0.1535	3562.500	309.1253	1436.662	SeaPro_20221030_122434_2CH192K16.wav	3937.500;4312.500;4125.000;4125.000;3937.500;3937.500;3937.500;3937.500;3937.500;3562.500;3750.000;3750.000;3750.000;3750.000;3562.500;3562.500;3562.500;3562.500;3562.500;3562.500;3562.500;3562.500;3562.500;3937.500;3562.500;3562.500;3750.000;3750.000;3750.000;3562.500;3562.500;3750.000;3750.000;3562.500;3750.000;3750.000;3562.500;3562.500;3562.500;3562.500;3562.500;3562.500;3562.500;3562.500;3750.000;3562.500;3562.500;3562.500;3562.500;3750.000;3750.000;3562.500;4125.000;4500.000;3937.500;3937.500;3375.000	140.625;-70.312;0.000;-70.312;0.000;0.000;0.000;0.000;-140.625;70.312;0.000;0.000;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;140.625;-140.625;0.000;70.312;0.000;0.000;-70.312;0.000;70.312;0.000;-70.312;70.312;0.000;-70.312;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;-70.312;0.000;0.000;0.000;70.312;0.000;-70.312;210.938;140.625;-210.938;0.000;-210.938	309.0754	1											W_897					
